Order Date,Region,State,Category,Sub-Category,Product Name,Sales,Profit,Quantity,Discount,Customer Segment,Ship Mode
07/30/2024,East,Vermont,Office Supplies,Fasteners,Acco Binder Clips,1122.13,27.66,11,0,Corporate,Same Day
05/21/2022,South,Louisiana,Furniture,Tables,Lesro Reception Table,800.32,147.66,3,0.5,Consumer,Standard Class
10/28/2021,West,Montana,Office Supplies,Binders,Wilson Jones Binder,810.78,-128.41,14,0.4,Corporate,First Class
02/26/2022,South,South Carolina,Technology,Copiers,Sharp Digital Copier,3550.12,-402.19,10,0.7,Home Office,First Class
02/14/2024,Central,Nebraska,Office Supplies,Storage,Iris Stackable Bin,651.64,128.02,10,0.2,Corporate,First Class
04/30/2021,South,Tennessee,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,1140.14,-248.38,9,0.4,Home Office,Standard Class
02/18/2023,East,New Jersey,Technology,Copiers,Xerox WorkCentre Copier,2226.02,435.73,11,0.3,Consumer,First Class
02/23/2022,South,Louisiana,Furniture,Chairs,HON Executive Leather Chair,1044.44,92.5,5,0.5,Home Office,Standard Class
03/10/2021,South,Alabama,Furniture,Bookcases,Sauder Heritage Bookcase,2860.8,176.34,10,0,Corporate,Standard Class
09/26/2022,South,South Carolina,Technology,Machines,Epson Scanner,2805.16,237.24,5,0.4,Home Office,Second Class
07/07/2021,South,Kentucky,Office Supplies,Envelopes,Security Envelopes,1115.24,247.73,8,0.3,Home Office,Standard Class
12/19/2024,West,Idaho,Furniture,Furnishings,Advantus Wall Clock,1128.13,360.72,11,0.7,Consumer,Standard Class
05/08/2023,Central,Minnesota,Office Supplies,Paper,Boise Multi-Use Paper,585.7,-56.83,7,0.6,Corporate,Second Class
09/25/2021,West,Montana,Office Supplies,Storage,Sterilite Storage Tote,33.98,-1.73,9,0.6,Corporate,First Class
07/10/2023,East,Rhode Island,Furniture,Furnishings,Advantus Wall Clock,4337.64,1316.12,8,0,Home Office,Second Class
03/30/2021,South,Virginia,Furniture,Tables,Chromcraft Round Table,3269.97,396.91,10,0.3,Home Office,Standard Class
11/03/2021,South,North Carolina,Technology,Accessories,Logitech Wireless Mouse,2513.84,232.25,4,0,Home Office,Same Day
04/01/2022,Central,Missouri,Technology,Machines,Brother Fax Machine,2021.59,135.51,5,0.1,Home Office,First Class
03/08/2023,West,Washington,Furniture,Bookcases,Bush Wood Bookcase,417.49,-88.47,1,0.1,Home Office,Standard Class
02/21/2023,West,Colorado,Office Supplies,Fasteners,Officemate Paper Clips,1584.58,162.33,7,0,Consumer,Second Class
07/31/2023,South,Alabama,Office Supplies,Supplies,Swingline Stapler,320.14,-56.5,7,0.8,Home Office,Standard Class
11/24/2022,South,Georgia,Furniture,Chairs,Global Deluxe Task Chair,593.8,142.33,1,0.1,Corporate,First Class
03/28/2021,Central,Kansas,Office Supplies,Art,Newell Highlighters,358.14,22.45,13,0.15,Consumer,Second Class
01/03/2021,West,Colorado,Furniture,Furnishings,Fellowes Monitor Stand,852.75,-51.68,2,0.1,Consumer,Standard Class
08/05/2021,West,Colorado,Office Supplies,Paper,Xerox Copy Paper,47.72,-3.5,1,0,Corporate,Same Day
02/28/2023,East,Rhode Island,Furniture,Tables,Bretford Conference Table,2633.07,286.06,12,0.7,Home Office,Standard Class
12/31/2022,West,Utah,Technology,Accessories,Logitech Wireless Mouse,4220.62,646.2,6,0,Home Office,Second Class
09/14/2024,South,Kentucky,Office Supplies,Art,Bic Pen Pack,974.33,69.92,8,0,Home Office,First Class
02/05/2021,West,Nevada,Technology,Machines,Brother Fax Machine,237.85,0.84,8,0.8,Consumer,Second Class
03/26/2024,West,Oregon,Furniture,Chairs,Bush Mid-Back Chair,5197.88,-1168.2,6,0,Corporate,Standard Class
10/13/2023,East,Massachusetts,Office Supplies,Art,Bic Pen Pack,419.42,-7.88,6,0.5,Home Office,Same Day
08/06/2021,Central,Kansas,Furniture,Furnishings,Fellowes Monitor Stand,331.18,105.43,2,0.8,Consumer,Same Day
03/07/2023,West,California,Technology,Machines,Canon imageCLASS Printer,9068.28,68.88,10,0.2,Corporate,Standard Class
08/10/2024,West,Washington,Furniture,Furnishings,Eldon Desk Lamp,92.04,-16.3,2,0.5,Home Office,Second Class
10/27/2022,West,Nevada,Furniture,Bookcases,Hon Metal Bookcase,1895.61,103.84,6,0.6,Corporate,Second Class
08/06/2022,East,Vermont,Furniture,Chairs,Global Deluxe Task Chair,1343.76,11.13,14,0.7,Home Office,Standard Class
01/27/2024,East,Vermont,Technology,Phones,OtterBox Phone Cover,382.83,-16.74,1,0.15,Consumer,Standard Class
11/29/2023,West,California,Furniture,Furnishings,Eldon Desk Lamp,996.38,214.8,2,0.3,Home Office,Standard Class
01/14/2024,Central,Wisconsin,Technology,Copiers,Canon Copier,10072.76,501.0,12,0,Consumer,First Class
02/29/2024,East,Rhode Island,Furniture,Tables,Lesro Reception Table,1360.84,374.46,6,0.15,Consumer,Same Day
09/27/2021,East,Maine,Technology,Phones,OtterBox Phone Cover,2425.41,-26.62,12,0.4,Home Office,Second Class
06/13/2022,Central,Nebraska,Technology,Phones,OtterBox Phone Cover,1415.85,-287.55,3,0.6,Consumer,Standard Class
06/02/2023,Central,Nebraska,Office Supplies,Supplies,Tape Dispenser,509.51,78.82,3,0.2,Home Office,First Class
02/04/2022,South,Alabama,Office Supplies,Art,Crayola Colored Pencils,98.91,26.11,1,0,Corporate,Same Day
08/20/2023,West,Montana,Technology,Copiers,Canon Copier,1294.91,367.86,5,0.7,Corporate,Standard Class
06/23/2021,West,Utah,Furniture,Furnishings,Fellowes Monitor Stand,504.72,106.62,2,0.3,Home Office,Same Day
07/08/2022,South,Florida,Furniture,Tables,Bush Somerset Table,7198.04,768.01,13,0.3,Home Office,Same Day
02/15/2023,South,Florida,Furniture,Furnishings,Advantus Wall Clock,1217.68,295.79,3,0.4,Corporate,Standard Class
02/27/2022,West,Washington,Office Supplies,Supplies,X-Acto Cutting Mat,93.83,-5.31,2,0.8,Corporate,Second Class
03/11/2021,West,Colorado,Furniture,Tables,Lesro Reception Table,151.25,38.14,1,0.5,Home Office,First Class
01/12/2023,South,Georgia,Office Supplies,Binders,Avery Durable Binder,1206.67,-192.92,14,0,Home Office,First Class
09/01/2021,West,Colorado,Furniture,Bookcases,Hon Metal Bookcase,2653.71,-4.71,9,0.15,Corporate,Second Class
12/27/2024,Central,Ohio,Furniture,Chairs,HON Executive Leather Chair,1103.98,309.02,2,0,Home Office,First Class
12/01/2024,Central,Michigan,Technology,Phones,Motorola Phone Stand,3946.95,-913.4,11,0,Home Office,Same Day
09/14/2023,West,Arizona,Technology,Machines,Epson Scanner,1034.11,283.68,10,0.5,Consumer,Second Class
07/09/2021,East,Pennsylvania,Office Supplies,Binders,GBC Binding Cover,375.44,33.61,4,0.4,Home Office,Standard Class
09/29/2022,East,New York,Furniture,Furnishings,Tenex Chair Mat,677.35,18.9,3,0.3,Home Office,Same Day
08/02/2022,West,Colorado,Office Supplies,Supplies,Tape Dispenser,2256.56,0.47,13,0.2,Home Office,First Class
10/07/2022,West,Nevada,Technology,Copiers,Xerox WorkCentre Copier,3846.19,-665.56,5,0.15,Corporate,Second Class
02/08/2024,Central,Illinois,Furniture,Furnishings,Tenex Chair Mat,48.43,-4.86,1,0.2,Corporate,First Class
11/22/2021,West,Montana,Technology,Machines,Epson Scanner,464.45,15.65,1,0.15,Corporate,Same Day
10/20/2022,East,Rhode Island,Furniture,Furnishings,Advantus Wall Clock,1796.3,32.42,12,0.8,Home Office,Second Class
11/01/2024,East,New Hampshire,Office Supplies,Paper,Xerox Copy Paper,2265.0,-36.2,14,0.1,Corporate,Second Class
09/20/2021,East,Maine,Technology,Machines,Epson Scanner,477.7,18.37,2,0.7,Corporate,Standard Class
02/01/2021,Central,Wisconsin,Furniture,Bookcases,Sauder Heritage Bookcase,835.61,253.34,13,0.3,Corporate,Second Class
07/10/2022,South,Virginia,Office Supplies,Supplies,Swingline Stapler,68.92,15.67,4,0.1,Corporate,Standard Class
07/21/2022,East,Maine,Furniture,Chairs,HON Executive Leather Chair,4372.66,-661.25,13,0.6,Corporate,Same Day
07/20/2024,East,Pennsylvania,Furniture,Bookcases,Hon Metal Bookcase,1256.19,138.0,5,0.1,Corporate,First Class
12/23/2023,Central,Kansas,Technology,Copiers,Canon Copier,621.07,192.26,9,0.5,Home Office,Same Day
10/20/2023,East,New Jersey,Furniture,Tables,Bush Somerset Table,1795.78,22.02,10,0.15,Consumer,Second Class
03/16/2022,South,Virginia,Technology,Phones,Samsung Galaxy Charger,451.67,-50.83,2,0,Home Office,First Class
08/17/2022,Central,Kansas,Furniture,Furnishings,Eldon Desk Lamp,4488.99,1518.79,8,0.1,Home Office,Second Class
08/24/2023,South,Kentucky,Office Supplies,Labels,Kroy Label Tape,471.22,11.98,12,0.4,Consumer,Same Day
01/08/2021,South,Alabama,Office Supplies,Fasteners,Staples Standard Staples,631.3,113.78,11,0.4,Consumer,Second Class
04/04/2024,East,New Jersey,Technology,Machines,Canon imageCLASS Printer,13037.21,678.81,14,0.1,Home Office,Second Class
05/24/2023,South,Kentucky,Office Supplies,Supplies,X-Acto Cutting Mat,198.03,21.63,5,0.8,Consumer,Standard Class
09/18/2024,Central,Minnesota,Technology,Copiers,Xerox WorkCentre Copier,14081.04,-133.32,13,0,Corporate,Standard Class
01/08/2022,Central,Kansas,Office Supplies,Paper,Xerox Copy Paper,557.77,-50.88,4,0.15,Corporate,First Class
12/21/2022,East,Pennsylvania,Technology,Accessories,Belkin Surge Protector,2322.48,-327.96,2,0,Consumer,Same Day
12/20/2024,West,Idaho,Technology,Phones,OtterBox Phone Cover,581.54,107.88,1,0.15,Consumer,Same Day
11/24/2022,Central,Kansas,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,6677.04,1287.79,10,0.2,Home Office,First Class
03/21/2024,Central,Ohio,Furniture,Chairs,Novimex Swivel Chair,9720.69,-1213.68,13,0.1,Corporate,Second Class
09/29/2023,South,Tennessee,Technology,Copiers,Xerox WorkCentre Copier,2227.57,101.18,7,0.4,Corporate,First Class
03/04/2022,West,Colorado,Technology,Copiers,Canon Copier,1600.31,-153.46,14,0.15,Home Office,Standard Class
01/02/2022,Central,Michigan,Technology,Phones,Motorola Phone Stand,4327.3,-583.35,7,0.4,Home Office,Standard Class
03/09/2021,South,Alabama,Furniture,Tables,Bretford Conference Table,184.32,21.36,2,0,Corporate,First Class
04/26/2023,East,Connecticut,Office Supplies,Binders,GBC Binding Cover,466.15,95.51,5,0.4,Corporate,Standard Class
02/27/2023,East,New York,Technology,Copiers,Canon Copier,11004.22,1897.36,13,0.15,Consumer,First Class
02/21/2023,East,Maine,Office Supplies,Paper,Xerox Copy Paper,751.28,-16.13,8,0.6,Home Office,Second Class
08/31/2021,South,Louisiana,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,690.27,17.15,1,0,Corporate,First Class
03/08/2024,West,Oregon,Furniture,Tables,Lesro Reception Table,5299.24,1523.44,10,0.4,Corporate,Same Day
11/18/2021,East,Maine,Office Supplies,Supplies,X-Acto Cutting Mat,918.78,-164.34,13,0.4,Home Office,First Class
02/26/2022,Central,Nebraska,Furniture,Furnishings,Fellowes Monitor Stand,7287.92,1895.07,11,0,Consumer,Same Day
03/13/2021,Central,Missouri,Technology,Copiers,Canon Copier,2803.69,316.73,13,0.5,Consumer,First Class
11/28/2024,South,Louisiana,Technology,Accessories,Kensington Keyboard,980.99,274.9,4,0.3,Consumer,Second Class
10/07/2023,South,South Carolina,Furniture,Furnishings,Fellowes Monitor Stand,6150.9,1286.33,11,0.3,Corporate,Same Day
02/28/2023,Central,Minnesota,Technology,Copiers,Ricoh Office Copier,8402.59,1090.72,10,0.15,Corporate,Standard Class
06/27/2023,Central,Minnesota,Technology,Machines,Brother Fax Machine,3151.58,567.73,5,0.2,Consumer,First Class
12/14/2021,East,Maine,Furniture,Furnishings,Fellowes Monitor Stand,74.68,13.81,10,0.7,Home Office,Same Day
02/25/2021,Central,Michigan,Technology,Accessories,SanDisk USB Drive,2331.68,-94.11,4,0.4,Home Office,Standard Class
12/26/2023,South,Kentucky,Furniture,Tables,Bush Somerset Table,2382.73,-64.04,4,0.1,Corporate,Second Class
09/13/2022,West,Washington,Furniture,Furnishings,Fellowes Monitor Stand,346.51,104.4,12,0.5,Consumer,Same Day
06/28/2021,West,Idaho,Furniture,Bookcases,Bush Wood Bookcase,3930.63,-71.56,6,0,Consumer,First Class
04/15/2023,East,Maine,Furniture,Bookcases,Hon Metal Bookcase,668.42,46.64,6,0.5,Home Office,Same Day
07/30/2022,West,Nevada,Office Supplies,Fasteners,Acco Binder Clips,524.27,178.29,11,0.3,Corporate,Same Day
02/07/2022,East,Massachusetts,Furniture,Chairs,Novimex Swivel Chair,3164.06,-288.96,14,0.6,Corporate,Second Class
02/13/2021,East,Connecticut,Furniture,Bookcases,Sauder Heritage Bookcase,405.47,-90.44,3,0.7,Home Office,Standard Class
04/27/2024,Central,Illinois,Office Supplies,Labels,Avery Shipping Labels,683.11,21.59,8,0.4,Home Office,Second Class
05/31/2022,West,California,Office Supplies,Art,Crayola Colored Pencils,361.29,51.73,4,0.2,Corporate,Same Day
04/20/2023,West,Colorado,Furniture,Tables,Bush Somerset Table,689.26,-160.32,1,0,Corporate,Same Day
06/24/2021,Central,Missouri,Office Supplies,Storage,Rubbermaid File Bin,299.98,94.61,11,0.8,Consumer,Second Class
09/18/2021,West,Utah,Furniture,Chairs,Global Deluxe Task Chair,1023.15,-32.38,4,0.4,Home Office,First Class
10/23/2023,East,Massachusetts,Furniture,Furnishings,Fellowes Monitor Stand,2514.64,417.57,8,0,Consumer,Same Day
09/01/2021,East,New York,Technology,Copiers,Sharp Digital Copier,239.94,11.42,1,0.3,Corporate,Second Class
01/22/2021,Central,Iowa,Technology,Accessories,Kensington Keyboard,2160.79,456.49,4,0.15,Corporate,Second Class
08/20/2022,South,Tennessee,Technology,Accessories,Logitech Wireless Mouse,362.55,-50.46,5,0.6,Consumer,Standard Class
06/09/2022,West,Washington,Office Supplies,Paper,Universal Legal Pad,189.73,1.29,4,0.8,Home Office,First Class
04/18/2024,Central,Wisconsin,Office Supplies,Storage,Sterilite Storage Tote,206.3,-28.53,4,0,Home Office,Standard Class
11/13/2021,South,Tennessee,Office Supplies,Storage,Sterilite Storage Tote,439.6,-95.63,7,0.6,Home Office,First Class
05/28/2024,West,Nevada,Technology,Phones,Samsung Galaxy Charger,2274.8,-48.55,10,0.7,Consumer,Standard Class
06/27/2022,West,Nevada,Office Supplies,Fasteners,Officemate Paper Clips,8.35,0.9,1,0.1,Home Office,Standard Class
03/03/2022,Central,Wisconsin,Furniture,Chairs,Novimex Swivel Chair,370.13,99.87,3,0,Home Office,First Class
02/15/2021,West,Washington,Technology,Accessories,Logitech Wireless Mouse,1322.8,196.54,5,0,Home Office,Second Class
09/09/2022,East,Vermont,Technology,Machines,Canon imageCLASS Printer,8501.96,-1959.54,9,0,Consumer,Standard Class
03/22/2022,Central,Wisconsin,Technology,Accessories,Belkin Surge Protector,3951.75,967.12,9,0.2,Home Office,Same Day
11/06/2022,West,Montana,Technology,Machines,Brother Fax Machine,1363.16,89.64,11,0.7,Consumer,First Class
10/21/2024,East,Rhode Island,Furniture,Furnishings,Tenex Chair Mat,1571.8,18.79,4,0.5,Corporate,Second Class
01/13/2023,Central,Illinois,Technology,Accessories,Kensington Keyboard,1037.58,1.33,6,0.7,Home Office,Standard Class
04/20/2021,Central,Minnesota,Technology,Phones,Samsung Galaxy Charger,6326.72,1181.57,9,0,Home Office,First Class
07/31/2021,Central,Wisconsin,Technology,Copiers,Ricoh Office Copier,417.34,73.1,11,0.2,Corporate,First Class
09/02/2024,East,Maine,Technology,Phones,Samsung Galaxy Charger,2152.41,-162.96,5,0.15,Consumer,First Class
12/23/2022,East,New Hampshire,Office Supplies,Envelopes,Security Envelopes,400.76,124.43,10,0.8,Corporate,First Class
07/04/2023,East,New York,Technology,Machines,HP LaserJet Printer,2438.59,513.53,8,0.2,Corporate,Same Day
08/05/2022,South,Virginia,Office Supplies,Binders,Wilson Jones Binder,399.54,23.41,12,0,Consumer,First Class
02/04/2021,West,Idaho,Technology,Copiers,Canon Copier,6892.1,1891.88,8,0,Corporate,First Class
06/28/2022,Central,Nebraska,Technology,Copiers,Ricoh Office Copier,6486.73,-1105.71,12,0,Home Office,First Class
01/16/2023,South,Louisiana,Furniture,Chairs,Bush Mid-Back Chair,2900.57,-673.15,10,0.1,Consumer,Same Day
09/09/2022,South,Louisiana,Office Supplies,Storage,Rubbermaid File Bin,455.99,155.69,2,0,Corporate,Second Class
08/03/2022,South,Alabama,Office Supplies,Paper,Xerox Copy Paper,2656.77,441.18,14,0.2,Consumer,First Class
11/26/2022,East,New Hampshire,Technology,Phones,Apple iPhone Case,1694.31,-178.93,5,0.2,Corporate,First Class
01/19/2022,Central,Nebraska,Office Supplies,Envelopes,Manila Envelopes,347.26,112.44,2,0.3,Home Office,Second Class
04/30/2023,West,Colorado,Technology,Copiers,Ricoh Office Copier,6171.97,1354.08,9,0,Corporate,Standard Class
04/15/2021,Central,Nebraska,Furniture,Bookcases,O'Sullivan 5-Shelf Bookcase,404.65,-79.6,5,0.1,Corporate,Same Day
04/02/2022,Central,Ohio,Furniture,Furnishings,Tenex Chair Mat,1251.84,-278.24,7,0.5,Home Office,Second Class
06/30/2021,East,Vermont,Furniture,Tables,Bretford Conference Table,277.75,57.63,1,0.2,Consumer,Standard Class
03/31/2021,East,Pennsylvania,Office Supplies,Paper,HP Premium Paper,152.65,-35.14,3,0.3,Home Office,Second Class
10/21/2023,West,Nevada,Technology,Copiers,Xerox WorkCentre Copier,2463.81,-612.35,10,0,Home Office,Second Class
12/18/2023,South,Kentucky,Furniture,Bookcases,Hon Metal Bookcase,3647.69,72.5,5,0.15,Consumer,Same Day
10/04/2021,South,Alabama,Office Supplies,Paper,Boise Multi-Use Paper,1641.98,-115.95,12,0,Home Office,Standard Class
08/22/2022,West,Arizona,Furniture,Furnishings,Fellowes Monitor Stand,1027.01,246.18,8,0.15,Corporate,First Class
10/11/2023,East,Connecticut,Office Supplies,Paper,HP Premium Paper,719.62,11.09,10,0.3,Home Office,First Class
07/13/2022,East,Rhode Island,Office Supplies,Supplies,Swingline Stapler,175.41,-3.0,10,0.6,Corporate,Standard Class
05/26/2022,Central,Wisconsin,Office Supplies,Paper,Boise Multi-Use Paper,134.26,1.65,2,0.2,Corporate,Second Class
04/09/2024,West,Arizona,Furniture,Chairs,Novimex Swivel Chair,9948.43,3116.3,13,0,Corporate,First Class
09/16/2024,South,Alabama,Office Supplies,Art,Newell Highlighters,1892.39,181.52,9,0,Consumer,Second Class
01/16/2022,West,Arizona,Office Supplies,Supplies,X-Acto Cutting Mat,106.19,-11.87,1,0.1,Home Office,First Class
11/21/2023,East,Vermont,Technology,Phones,Samsung Galaxy Charger,4646.47,808.98,7,0.4,Home Office,First Class
11/07/2022,South,Kentucky,Furniture,Bookcases,Bush Wood Bookcase,861.21,198.12,6,0.6,Corporate,Same Day
04/21/2021,South,Tennessee,Office Supplies,Fasteners,Staples Standard Staples,89.48,17.08,6,0.2,Corporate,Same Day
03/16/2022,South,Virginia,Technology,Accessories,SanDisk USB Drive,1409.7,-321.62,7,0.1,Corporate,Standard Class
06/03/2022,Central,Missouri,Office Supplies,Paper,Boise Multi-Use Paper,51.72,-8.25,3,0,Home Office,Same Day
10/09/2021,South,Virginia,Office Supplies,Art,Crayola Colored Pencils,74.52,9.61,1,0.1,Consumer,First Class
04/28/2022,East,Maine,Office Supplies,Envelopes,Kraft Envelope Pack,704.07,55.2,4,0.2,Consumer,Standard Class
05/17/2023,Central,Michigan,Furniture,Chairs,Novimex Swivel Chair,1253.97,-173.42,7,0.8,Corporate,Standard Class
01/04/2021,Central,Ohio,Furniture,Chairs,Global Deluxe Task Chair,5807.77,1140.59,7,0,Home Office,Standard Class
09/17/2021,South,Florida,Furniture,Tables,Bush Somerset Table,4852.95,-195.37,10,0,Home Office,First Class
09/29/2021,South,Tennessee,Technology,Phones,Motorola Phone Stand,6822.8,-267.4,8,0,Home Office,Same Day
10/29/2023,East,Pennsylvania,Office Supplies,Paper,Boise Multi-Use Paper,165.03,52.03,14,0.1,Consumer,Same Day
05/27/2023,South,Tennessee,Furniture,Chairs,Global Deluxe Task Chair,1087.8,-172.0,2,0,Consumer,Standard Class
11/26/2022,South,Kentucky,Technology,Copiers,Sharp Digital Copier,11618.5,-2136.19,13,0.1,Corporate,Second Class
06/02/2024,West,California,Office Supplies,Paper,Xerox Copy Paper,129.49,29.77,3,0.4,Consumer,Same Day
12/26/2021,South,Alabama,Office Supplies,Fasteners,Staples Standard Staples,365.84,107.04,4,0.1,Corporate,First Class
10/30/2022,East,Vermont,Furniture,Tables,Lesro Reception Table,728.72,17.59,6,0.2,Consumer,Standard Class
10/22/2021,West,Utah,Technology,Copiers,Canon Copier,635.97,-156.05,8,0.8,Corporate,Same Day
08/05/2023,South,Florida,Office Supplies,Storage,Sterilite Storage Tote,485.85,-97.2,2,0,Home Office,Standard Class
05/09/2022,South,Louisiana,Technology,Machines,HP LaserJet Printer,3790.74,-425.39,6,0.1,Home Office,Second Class
06/17/2021,East,Maine,Office Supplies,Labels,Avery Shipping Labels,823.69,198.2,14,0.3,Corporate,First Class
10/30/2021,West,Oregon,Furniture,Chairs,Global Deluxe Task Chair,1842.16,-167.56,5,0,Home Office,First Class
03/12/2021,Central,Illinois,Technology,Phones,Samsung Galaxy Charger,5158.73,729.79,5,0,Consumer,First Class
07/21/2021,Central,Kansas,Technology,Phones,Motorola Phone Stand,115.6,-9.17,1,0.6,Corporate,Second Class
10/09/2022,West,Utah,Furniture,Chairs,Global Deluxe Task Chair,1119.32,190.22,8,0.8,Consumer,Same Day
04/11/2023,East,New York,Technology,Accessories,Logitech Wireless Mouse,3347.55,1029.19,13,0.15,Consumer,Second Class
05/06/2021,East,New Hampshire,Furniture,Tables,Lesro Reception Table,640.18,108.86,2,0,Home Office,Second Class
07/09/2023,West,Nevada,Technology,Copiers,Canon Copier,2572.41,173.67,11,0.5,Corporate,Same Day
10/08/2023,South,Tennessee,Furniture,Tables,Bretford Conference Table,9414.66,2019.81,12,0.1,Consumer,Standard Class
04/22/2024,East,New York,Technology,Accessories,SanDisk USB Drive,1035.57,81.72,2,0.3,Consumer,Standard Class
08/11/2024,South,Mississippi,Furniture,Furnishings,Advantus Wall Clock,3814.69,679.14,8,0,Corporate,First Class
11/02/2021,East,Vermont,Office Supplies,Labels,Avery Shipping Labels,1378.48,425.73,12,0.2,Corporate,Same Day
03/26/2024,East,New Hampshire,Office Supplies,Envelopes,Kraft Envelope Pack,163.18,-39.59,5,0.3,Home Office,First Class
08/15/2021,South,North Carolina,Technology,Machines,Epson Scanner,2963.9,-10.66,10,0.7,Consumer,Same Day
08/29/2021,East,Pennsylvania,Technology,Copiers,Canon Copier,426.72,95.06,1,0.6,Corporate,Standard Class
08/31/2024,East,Connecticut,Technology,Phones,Apple iPhone Case,698.54,-92.36,8,0,Consumer,Same Day
09/30/2024,South,North Carolina,Technology,Phones,Motorola Phone Stand,1414.47,40.97,11,0.8,Corporate,Same Day
11/29/2024,East,Pennsylvania,Office Supplies,Supplies,X-Acto Cutting Mat,119.36,38.83,7,0.5,Consumer,First Class
02/27/2021,South,Mississippi,Office Supplies,Labels,Kroy Label Tape,250.39,-14.83,8,0.4,Home Office,First Class
11/02/2021,South,Mississippi,Technology,Phones,Samsung Galaxy Charger,833.94,242.63,1,0.2,Consumer,Second Class
12/23/2023,Central,Missouri,Furniture,Furnishings,Advantus Wall Clock,2170.87,-84.61,13,0.7,Consumer,Same Day
12/12/2023,Central,Illinois,Office Supplies,Supplies,Swingline Stapler,250.48,-8.05,7,0.7,Consumer,Second Class
11/10/2023,East,New Hampshire,Technology,Copiers,Sharp Digital Copier,4175.05,477.32,8,0.15,Corporate,First Class
03/03/2023,Central,Michigan,Technology,Machines,Brother Fax Machine,2882.39,579.46,10,0.6,Consumer,First Class
11/28/2024,West,California,Furniture,Chairs,Global Deluxe Task Chair,2348.41,227.23,7,0.15,Consumer,Same Day
04/13/2024,South,Georgia,Technology,Phones,OtterBox Phone Cover,2489.92,-265.46,10,0.1,Consumer,Second Class
03/23/2021,East,Massachusetts,Technology,Copiers,Xerox WorkCentre Copier,882.32,-150.38,6,0.7,Home Office,Same Day
12/31/2021,Central,Michigan,Furniture,Tables,Chromcraft Round Table,239.49,-40.37,7,0.8,Home Office,First Class
01/17/2022,South,Virginia,Office Supplies,Art,Newell Highlighters,918.01,241.16,9,0,Home Office,Second Class
03/14/2024,Central,Minnesota,Furniture,Furnishings,Tenex Chair Mat,422.85,-49.64,3,0,Corporate,Same Day
11/05/2024,South,Tennessee,Furniture,Chairs,Bush Mid-Back Chair,2510.63,514.23,12,0.4,Home Office,Standard Class
02/27/2024,Central,Minnesota,Office Supplies,Supplies,Tape Dispenser,91.88,-18.88,2,0.4,Consumer,First Class
12/18/2022,West,Arizona,Technology,Accessories,Kensington Keyboard,2224.48,-454.03,4,0.5,Home Office,First Class
11/20/2021,South,Tennessee,Furniture,Chairs,Novimex Swivel Chair,103.63,-23.75,1,0.6,Consumer,Same Day
01/17/2022,Central,Iowa,Technology,Accessories,Belkin Surge Protector,2214.95,212.57,10,0.15,Corporate,Same Day
02/03/2021,South,Florida,Technology,Accessories,SanDisk USB Drive,2570.54,-291.25,7,0.6,Home Office,First Class
09/07/2022,Central,Illinois,Furniture,Bookcases,Sauder Heritage Bookcase,1270.76,134.45,3,0.4,Corporate,Second Class
01/03/2021,Central,Wisconsin,Technology,Machines,Canon imageCLASS Printer,965.64,51.14,2,0.5,Home Office,Same Day
07/08/2023,East,Massachusetts,Furniture,Chairs,Bush Mid-Back Chair,2620.24,597.27,6,0.1,Home Office,Standard Class
01/22/2022,East,Pennsylvania,Office Supplies,Supplies,Scissors Set,280.86,-61.25,5,0.4,Consumer,Same Day
11/16/2022,Central,Ohio,Office Supplies,Binders,Wilson Jones Binder,536.64,-81.78,6,0.15,Consumer,Standard Class
06/29/2024,West,Colorado,Technology,Accessories,Belkin Surge Protector,548.28,81.24,12,0.8,Home Office,First Class
09/26/2024,East,New Hampshire,Furniture,Furnishings,Tenex Chair Mat,1183.73,-23.89,5,0.1,Consumer,First Class
05/05/2023,Central,Iowa,Technology,Phones,Apple iPhone Case,1002.43,65.45,1,0.1,Consumer,Standard Class
01/24/2022,South,Mississippi,Office Supplies,Art,Bic Pen Pack,122.94,15.91,6,0,Home Office,Standard Class
07/20/2024,West,California,Furniture,Chairs,Bush Mid-Back Chair,380.88,-79.82,2,0.4,Home Office,Standard Class
07/07/2022,Central,Missouri,Office Supplies,Art,Crayola Colored Pencils,101.06,-13.32,2,0.1,Corporate,First Class
11/05/2022,East,New Jersey,Technology,Accessories,Logitech Wireless Mouse,1285.27,-74.94,7,0.8,Consumer,Same Day
03/04/2024,East,Maine,Technology,Copiers,Xerox WorkCentre Copier,83.03,15.99,1,0.8,Corporate,Second Class
08/25/2024,West,Washington,Technology,Phones,Apple iPhone Case,3487.01,1033.18,5,0,Corporate,Standard Class
03/20/2022,Central,Illinois,Office Supplies,Storage,Fellowes Storage Box,1683.12,279.43,14,0.5,Corporate,Second Class
11/12/2021,East,Connecticut,Furniture,Furnishings,Advantus Wall Clock,749.39,181.71,1,0,Consumer,Standard Class
06/22/2024,South,Virginia,Furniture,Chairs,Global Deluxe Task Chair,773.28,-50.78,9,0.7,Home Office,Same Day
11/16/2024,South,Tennessee,Technology,Accessories,Logitech Wireless Mouse,5149.09,1615.26,9,0,Home Office,Standard Class
